Source,Target,IntervalNumber,StartTime,EndTime,Duration,DurationRatio,RangeMax,RangeMin,RangeRate,LinkID,LinkType
LEO_16 +X_OCT,LEO_24 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260617.4518,4411022.8554,30,LEO_16 +X_OCT--LEO_24 -X_OCT--1,LEO_LEO
LEO_17 +X_OCT,LEO_18 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_17 +X_OCT--LEO_18 -X_OCT--1,LEO_LEO
LEO_17 +X_OCT,LEO_25 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260571.0467,4410833.9515,30,LEO_17 +X_OCT--LEO_25 -X_OCT--1,LEO_LEO
LEO_18 +X_OCT,LEO_19 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_18 +X_OCT--LEO_19 -X_OCT--1,LEO_LEO
LEO_18 +X_OCT,LEO_26 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260381.6956,4410881.7223,30,LEO_18 +X_OCT--LEO_26 -X_OCT--1,LEO_LEO
LEO_19 +X_OCT,LEO_20 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_19 +X_OCT--LEO_20 -X_OCT--1,LEO_LEO
LEO_19 +X_OCT,LEO_27 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260649.7724,4410945.691,30,LEO_19 +X_OCT--LEO_27 -X_OCT--1,LEO_LEO
LEO_20 +X_OCT,LEO_21 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_20 +X_OCT--LEO_21 -X_OCT--1,LEO_LEO
LEO_20 +X_OCT,LEO_28 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260616.116,4411214.4298,30,LEO_20 +X_OCT--LEO_28 -X_OCT--1,LEO_LEO
LEO_21 +X_OCT,LEO_22 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_21 +X_OCT--LEO_22 -X_OCT--1,LEO_LEO
LEO_21 +X_OCT,LEO_29 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260571.0467,4410833.9515,30,LEO_21 +X_OCT--LEO_29 -X_OCT--1,LEO_LEO
LEO_22 +X_OCT,LEO_23 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_22 +X_OCT--LEO_23 -X_OCT--1,LEO_LEO
LEO_22 +X_OCT,LEO_30 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260381.6956,4410881.7223,30,LEO_22 +X_OCT--LEO_30 -X_OCT--1,LEO_LEO
LEO_23 +X_OCT,LEO_24 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_23 +X_OCT--LEO_24 -X_OCT--1,LEO_LEO
LEO_23 +X_OCT,LEO_31 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260649.7724,4410945.691,30,LEO_23 +X_OCT--LEO_31 -X_OCT--1,LEO_LEO
LEO_24 +X_OCT,LEO_32 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260616.116,4411214.4298,30,LEO_24 +X_OCT--LEO_32 -X_OCT--1,LEO_LEO
LEO_25 +X_OCT,LEO_26 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_25 +X_OCT--LEO_26 -X_OCT--1,LEO_LEO
LEO_25 +X_OCT,LEO_33 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260296.1406,4410835.3139,30,LEO_25 +X_OCT--LEO_33 -X_OCT--1,LEO_LEO
LEO_26 +X_OCT,LEO_27 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_26 +X_OCT--LEO_27 -X_OCT--1,LEO_LEO
LEO_26 +X_OCT,LEO_34 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260671.4449,4410883.6371,30,LEO_26 +X_OCT--LEO_34 -X_OCT--1,LEO_LEO
LEO_27 +X_OCT,LEO_28 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_27 +X_OCT--LEO_28 -X_OCT--1,LEO_LEO
LEO_27 +X_OCT,LEO_35 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260648.8126,4411335.8467,30,LEO_27 +X_OCT--LEO_35 -X_OCT--1,LEO_LEO
LEO_28 +X_OCT,LEO_29 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_28 +X_OCT--LEO_29 -X_OCT--1,LEO_LEO
LEO_28 +X_OCT,LEO_36 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260614.767,4410803.1898,30,LEO_28 +X_OCT--LEO_36 -X_OCT--1,LEO_LEO
LEO_29 +X_OCT,LEO_30 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_29 +X_OCT--LEO_30 -X_OCT--1,LEO_LEO
LEO_29 +X_OCT,LEO_37 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260296.1406,4410835.3139,30,LEO_29 +X_OCT--LEO_37 -X_OCT--1,LEO_LEO
LEO_30 +X_OCT,LEO_31 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_30 +X_OCT--LEO_31 -X_OCT--1,LEO_LEO
LEO_30 +X_OCT,LEO_38 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260671.4449,4410883.6371,30,LEO_30 +X_OCT--LEO_38 -X_OCT--1,LEO_LEO
LEO_31 +X_OCT,LEO_32 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_31 +X_OCT--LEO_32 -X_OCT--1,LEO_LEO
LEO_31 +X_OCT,LEO_39 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260648.8126,4411335.8467,30,LEO_31 +X_OCT--LEO_39 -X_OCT--1,LEO_LEO
LEO_32 +X_OCT,LEO_40 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260614.767,4410803.1898,30,LEO_32 +X_OCT--LEO_40 -X_OCT--1,LEO_LEO
LEO_33 +X_OCT,LEO_34 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_33 +X_OCT--LEO_34 -X_OCT--1,LEO_LEO
LEO_33 +X_OCT,LEO_41 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260682.4692,4411629.6099,30,LEO_33 +X_OCT--LEO_41 -X_OCT--1,LEO_LEO
LEO_34 +X_OCT,LEO_35 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_34 +X_OCT--LEO_35 -X_OCT--1,LEO_LEO
LEO_34 +X_OCT,LEO_42 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260670.861,4410787.2657,30,LEO_34 +X_OCT--LEO_42 -X_OCT--1,LEO_LEO
LEO_35 +X_OCT,LEO_36 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_35 +X_OCT--LEO_36 -X_OCT--1,LEO_LEO
LEO_35 +X_OCT,LEO_43 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260089.1292,4410787.5419,30,LEO_35 +X_OCT--LEO_43 -X_OCT--1,LEO_LEO
LEO_36 +X_OCT,LEO_37 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_36 +X_OCT--LEO_37 -X_OCT--1,LEO_LEO
LEO_36 +X_OCT,LEO_44 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260682.6638,4410804.0185,30,LEO_36 +X_OCT--LEO_44 -X_OCT--1,LEO_LEO
LEO_37 +X_OCT,LEO_38 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_37 +X_OCT--LEO_38 -X_OCT--1,LEO_LEO
LEO_37 +X_OCT,LEO_45 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260682.4692,4411629.6099,30,LEO_37 +X_OCT--LEO_45 -X_OCT--1,LEO_LEO
LEO_38 +X_OCT,LEO_39 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_38 +X_OCT--LEO_39 -X_OCT--1,LEO_LEO
LEO_38 +X_OCT,LEO_46 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260670.861,4410787.2657,30,LEO_38 +X_OCT--LEO_46 -X_OCT--1,LEO_LEO
LEO_39 +X_OCT,LEO_40 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_39 +X_OCT--LEO_40 -X_OCT--1,LEO_LEO
LEO_39 +X_OCT,LEO_47 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260089.1292,4410787.5419,30,LEO_39 +X_OCT--LEO_47 -X_OCT--1,LEO_LEO
LEO_40 +X_OCT,LEO_48 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260682.6638,4410804.0185,30,LEO_40 +X_OCT--LEO_48 -X_OCT--1,LEO_LEO
LEO_41 +X_OCT,LEO_42 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_41 +X_OCT--LEO_42 -X_OCT--1,LEO_LEO
LEO_41 +X_OCT,LEO_49 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260682.2613,4410802.3799,30,LEO_41 +X_OCT--LEO_49 -X_OCT--1,LEO_LEO
LEO_42 +X_OCT,LEO_43 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_42 +X_OCT--LEO_43 -X_OCT--1,LEO_LEO
LEO_42 +X_OCT,LEO_50 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260081.1555,4410787.0083,30,LEO_42 +X_OCT--LEO_50 -X_OCT--1,LEO_LEO
LEO_43 +X_OCT,LEO_44 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_43 +X_OCT--LEO_44 -X_OCT--1,LEO_LEO
LEO_43 +X_OCT,LEO_51 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260672.0155,4410787.837,30,LEO_43 +X_OCT--LEO_51 -X_OCT--1,LEO_LEO
LEO_44 +X_OCT,LEO_45 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_44 +X_OCT--LEO_45 -X_OCT--1,LEO_LEO
LEO_44 +X_OCT,LEO_52 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260682.8452,4411640.9244,30,LEO_44 +X_OCT--LEO_52 -X_OCT--1,LEO_LEO
LEO_45 +X_OCT,LEO_46 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_45 +X_OCT--LEO_46 -X_OCT--1,LEO_LEO
LEO_45 +X_OCT,LEO_53 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260682.2613,4410802.3799,30,LEO_45 +X_OCT--LEO_53 -X_OCT--1,LEO_LEO
LEO_46 +X_OCT,LEO_47 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_46 +X_OCT--LEO_47 -X_OCT--1,LEO_LEO
LEO_46 +X_OCT,LEO_54 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260081.1555,4410787.0083,30,LEO_46 +X_OCT--LEO_54 -X_OCT--1,LEO_LEO
LEO_47 +X_OCT,LEO_48 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_47 +X_OCT--LEO_48 -X_OCT--1,LEO_LEO
LEO_47 +X_OCT,LEO_55 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260672.0155,4410787.837,30,LEO_47 +X_OCT--LEO_55 -X_OCT--1,LEO_LEO
LEO_48 +X_OCT,LEO_56 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260682.8452,4411640.9244,30,LEO_48 +X_OCT--LEO_56 -X_OCT--1,LEO_LEO
LEO_49 +X_OCT,LEO_50 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_49 +X_OCT--LEO_50 -X_OCT--1,LEO_LEO
LEO_49 +X_OCT,LEO_57 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260189.1273,4410801.5889,30,LEO_49 +X_OCT--LEO_57 -X_OCT--1,LEO_LEO
LEO_50 +X_OCT,LEO_51 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_50 +X_OCT--LEO_51 -X_OCT--1,LEO_LEO
LEO_50 +X_OCT,LEO_58 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260650.7189,4410786.7697,30,LEO_50 +X_OCT--LEO_58 -X_OCT--1,LEO_LEO
LEO_51 +X_OCT,LEO_52 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_51 +X_OCT--LEO_52 -X_OCT--1,LEO_LEO
LEO_51 +X_OCT,LEO_59 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260672.5728,4411487.7094,30,LEO_51 +X_OCT--LEO_59 -X_OCT--1,LEO_LEO
LEO_52 +X_OCT,LEO_53 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_52 +X_OCT--LEO_53 -X_OCT--1,LEO_LEO
LEO_52 +X_OCT,LEO_60 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260683.0132,4410832.608,30,LEO_52 +X_OCT--LEO_60 -X_OCT--1,LEO_LEO
LEO_53 +X_OCT,LEO_54 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_53 +X_OCT--LEO_54 -X_OCT--1,LEO_LEO
LEO_53 +X_OCT,LEO_61 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260189.1273,4410801.5889,30,LEO_53 +X_OCT--LEO_61 -X_OCT--1,LEO_LEO
LEO_54 +X_OCT,LEO_55 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_54 +X_OCT--LEO_55 -X_OCT--1,LEO_LEO
LEO_54 +X_OCT,LEO_62 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260650.7189,4410786.7697,30,LEO_54 +X_OCT--LEO_62 -X_OCT--1,LEO_LEO
LEO_55 +X_OCT,LEO_56 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_55 +X_OCT--LEO_56 -X_OCT--1,LEO_LEO
LEO_55 +X_OCT,LEO_63 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260672.5728,4411487.7094,30,LEO_55 +X_OCT--LEO_63 -X_OCT--1,LEO_LEO
LEO_56 +X_OCT,LEO_64 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260683.0132,4410832.608,30,LEO_56 +X_OCT--LEO_64 -X_OCT--1,LEO_LEO
LEO_57 +X_OCT,LEO_58 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_57 +X_OCT--LEO_58 -X_OCT--1,LEO_LEO
LEO_58 +X_OCT,LEO_59 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_58 +X_OCT--LEO_59 -X_OCT--1,LEO_LEO
LEO_59 +X_OCT,LEO_60 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_59 +X_OCT--LEO_60 -X_OCT--1,LEO_LEO
LEO_60 +X_OCT,LEO_61 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_60 +X_OCT--LEO_61 -X_OCT--1,LEO_LEO
LEO_61 +X_OCT,LEO_62 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_61 +X_OCT--LEO_62 -X_OCT--1,LEO_LEO
LEO_62 +X_OCT,LEO_63 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_62 +X_OCT--LEO_63 -X_OCT--1,LEO_LEO
LEO_63 +X_OCT,LEO_64 -X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_63 +X_OCT--LEO_64 -X_OCT--1,LEO_LEO
LEO_1 -X_OCT,LEO_8 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_1 -X_OCT--LEO_8 +X_OCT--1,LEO_LEO
LEO_1 -X_OCT,LEO_15 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990229.3446,6641195.0216,30,LEO_1 -X_OCT--LEO_15 +X_OCT--1,LEO_LEO
LEO_1 -X_OCT,LEO_64 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260574.4834,4410831.2834,30,LEO_1 -X_OCT--LEO_64 +X_OCT--1,LEO_LEO
LEO_2 -X_OCT,LEO_16 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990272.6846,6641353.7852,30,LEO_2 -X_OCT--LEO_16 +X_OCT--1,LEO_LEO
LEO_2 -X_OCT,LEO_57 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260618.7743,4411222.508,30,LEO_2 -X_OCT--LEO_57 +X_OCT--1,LEO_LEO
LEO_3 -X_OCT,LEO_9 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990307.0827,6641288.5505,30,LEO_3 -X_OCT--LEO_9 +X_OCT--1,LEO_LEO
LEO_3 -X_OCT,LEO_58 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260651.6522,4410940.8133,30,LEO_3 -X_OCT--LEO_58 +X_OCT--1,LEO_LEO
LEO_4 -X_OCT,LEO_10 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990175.1226,6641236.4072,30,LEO_4 -X_OCT--LEO_10 +X_OCT--1,LEO_LEO
LEO_4 -X_OCT,LEO_59 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260376.0035,4410877.9493,30,LEO_4 -X_OCT--LEO_59 +X_OCT--1,LEO_LEO
LEO_5 -X_OCT,LEO_11 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990229.3446,6641195.0216,30,LEO_5 -X_OCT--LEO_11 +X_OCT--1,LEO_LEO
LEO_5 -X_OCT,LEO_60 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260574.4834,4410831.2834,30,LEO_5 -X_OCT--LEO_60 +X_OCT--1,LEO_LEO
LEO_6 -X_OCT,LEO_12 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990272.6846,6641353.7852,30,LEO_6 -X_OCT--LEO_12 +X_OCT--1,LEO_LEO
LEO_6 -X_OCT,LEO_61 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260618.7743,4411222.508,30,LEO_6 -X_OCT--LEO_61 +X_OCT--1,LEO_LEO
LEO_7 -X_OCT,LEO_13 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990307.0827,6641288.5505,30,LEO_7 -X_OCT--LEO_13 +X_OCT--1,LEO_LEO
LEO_7 -X_OCT,LEO_62 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260651.6522,4410940.8133,30,LEO_7 -X_OCT--LEO_62 +X_OCT--1,LEO_LEO
LEO_8 -X_OCT,LEO_14 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990175.1226,6641236.4072,30,LEO_8 -X_OCT--LEO_14 +X_OCT--1,LEO_LEO
LEO_8 -X_OCT,LEO_63 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,6260376.0035,4410877.9493,30,LEO_8 -X_OCT--LEO_63 +X_OCT--1,LEO_LEO
LEO_9 -X_OCT,LEO_16 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_9 -X_OCT--LEO_16 +X_OCT--1,LEO_LEO
LEO_9 -X_OCT,LEO_23 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990305.0207,6641292.4988,30,LEO_9 -X_OCT--LEO_23 +X_OCT--1,LEO_LEO
LEO_10 -X_OCT,LEO_24 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990274.005,6641349.1283,30,LEO_10 -X_OCT--LEO_24 +X_OCT--1,LEO_LEO
LEO_11 -X_OCT,LEO_17 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990226.0628,6641197.5025,30,LEO_11 -X_OCT--LEO_17 +X_OCT--1,LEO_LEO
LEO_12 -X_OCT,LEO_18 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990178.9934,6641234.8186,30,LEO_12 -X_OCT--LEO_18 +X_OCT--1,LEO_LEO
LEO_13 -X_OCT,LEO_19 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990305.0207,6641292.4988,30,LEO_13 -X_OCT--LEO_19 +X_OCT--1,LEO_LEO
LEO_14 -X_OCT,LEO_20 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990274.005,6641349.1283,30,LEO_14 -X_OCT--LEO_20 +X_OCT--1,LEO_LEO
LEO_15 -X_OCT,LEO_21 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990226.0628,6641197.5025,30,LEO_15 -X_OCT--LEO_21 +X_OCT--1,LEO_LEO
LEO_16 -X_OCT,LEO_22 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990178.9934,6641234.8186,30,LEO_16 -X_OCT--LEO_22 +X_OCT--1,LEO_LEO
LEO_17 -X_OCT,LEO_24 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_17 -X_OCT--LEO_24 +X_OCT--1,LEO_LEO
LEO_17 -X_OCT,LEO_31 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990303.9741,6641419.7405,30,LEO_17 -X_OCT--LEO_31 +X_OCT--1,LEO_LEO
LEO_18 -X_OCT,LEO_32 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990268.6611,6641167.0339,30,LEO_18 -X_OCT--LEO_32 +X_OCT--1,LEO_LEO
LEO_19 -X_OCT,LEO_25 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990120.3008,6641198.7617,30,LEO_19 -X_OCT--LEO_25 +X_OCT--1,LEO_LEO
LEO_20 -X_OCT,LEO_26 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990330.3448,6641241.2479,30,LEO_20 -X_OCT--LEO_26 +X_OCT--1,LEO_LEO
LEO_21 -X_OCT,LEO_27 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990303.9741,6641419.7405,30,LEO_21 -X_OCT--LEO_27 +X_OCT--1,LEO_LEO
LEO_22 -X_OCT,LEO_28 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990268.6611,6641167.0339,30,LEO_22 -X_OCT--LEO_28 +X_OCT--1,LEO_LEO
LEO_23 -X_OCT,LEO_29 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990120.3008,6641198.7617,30,LEO_23 -X_OCT--LEO_29 +X_OCT--1,LEO_LEO
LEO_24 -X_OCT,LEO_30 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990330.3448,6641241.2479,30,LEO_24 -X_OCT--LEO_30 +X_OCT--1,LEO_LEO
LEO_25 -X_OCT,LEO_32 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,5800054.0328,5800054.0319,30,LEO_25 -X_OCT--LEO_32 +X_OCT--1,LEO_LEO
LEO_25 -X_OCT,LEO_39 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990302.9171,6641146.603,30,LEO_25 -X_OCT--LEO_39 +X_OCT--1,LEO_LEO
LEO_26 -X_OCT,LEO_40 +X_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 02:00:00,7200,1,7990053.2673,6641167.9387,30,LEO_26 -X_OCT--LEO_40 +X_OCT--1,LEO_LEO
