Source,Target,IntervalNumber,StartTime,EndTime,Duration,DurationRatio,RangeMax,RangeMin,RangeRate,LinkID,LinkType
LEO_45 -Y_OCT,GS01002_OCT,1,16-Feb-2023 00:00:00,16-Feb-2023 00:05:30,330,0.0458333333333333,3071580.1971,2587935.0833,30,LEO_45 -Y_OCT--GS01002_OCT--1,LEO_Ground
LEO_1 +X_OCT,LEO_17 -X_OCT,2,16-Feb-2023 00:23:30,16-Feb-2023 00:28:30,300,0.0416666666666667,7983161.6374,7907873.1724,30,LEO_1 +X_OCT--LEO_17 -X_OCT--2,LEO_LEO
LEO_1 +X_OCT,LEO_17 -X_OCT,5,16-Feb-2023 01:17:30,16-Feb-2023 01:22:30,300,0.0416666666666667,7983308.0166,7907895.7388,30,LEO_1 +X_OCT--LEO_17 -X_OCT--5,LEO_LEO
LEO_1 +X_OCT,LEO_17 +Y_OCT,2,16-Feb-2023 01:17:30,16-Feb-2023 01:22:30,300,0.0416666666666667,7983307.9935,7907895.7842,30,LEO_1 +X_OCT--LEO_17 +Y_OCT--2,LEO_LEO
LEO_1 +X_OCT,LEO_17 -Y_OCT,2,16-Feb-2023 00:23:30,16-Feb-2023 00:28:30,300,0.0416666666666667,7983161.7804,7907873.2433,30,LEO_1 +X_OCT--LEO_17 -Y_OCT--2,LEO_LEO
LEO_1 +X_OCT,LEO_31 -X_OCT,2,16-Feb-2023 01:30:30,16-Feb-2023 01:35:30,300,0.0416666666666667,4004762.9049,3775941.317,30,LEO_1 +X_OCT--LEO_31 -X_OCT--2,LEO_LEO
LEO_1 +X_OCT,LEO_36 +Y_OCT,2,16-Feb-2023 01:40:30,16-Feb-2023 01:45:30,300,0.0416666666666667,7543328.698,5398378.1087,30,LEO_1 +X_OCT--LEO_36 +Y_OCT--2,LEO_LEO
LEO_1 +X_OCT,LEO_36 -Y_OCT,2,16-Feb-2023 00:45:30,16-Feb-2023 00:50:30,300,0.0416666666666667,7687509.2175,5560503.4783,30,LEO_1 +X_OCT--LEO_36 -Y_OCT--2,LEO_LEO
LEO_1 +X_OCT,LEO_44 -X_OCT,3,16-Feb-2023 01:49:30,16-Feb-2023 01:54:30,300,0.0416666666666667,4586719.3019,4416611.6328,30,LEO_1 +X_OCT--LEO_44 -X_OCT--3,LEO_LEO
LEO_1 +X_OCT,LEO_45 -X_OCT,1,16-Feb-2023 00:47:30,16-Feb-2023 00:52:30,300,0.0416666666666667,7955129.2957,7817845.4793,30,LEO_1 +X_OCT--LEO_45 -X_OCT--1,LEO_LEO
LEO_1 +X_OCT,LEO_45 -X_OCT,2,16-Feb-2023 01:42:30,16-Feb-2023 01:47:30,300,0.0416666666666667,7923826.62,7813748.2622,30,LEO_1 +X_OCT--LEO_45 -X_OCT--2,LEO_LEO
LEO_1 +X_OCT,LEO_45 +Y_OCT,2,16-Feb-2023 01:42:30,16-Feb-2023 01:47:30,300,0.0416666666666667,7923826.413,7813748.1426,30,LEO_1 +X_OCT--LEO_45 +Y_OCT--2,LEO_LEO
LEO_1 +X_OCT,LEO_45 -Y_OCT,2,16-Feb-2023 00:47:30,16-Feb-2023 00:52:30,300,0.0416666666666667,7955129.0773,7817845.3463,30,LEO_1 +X_OCT--LEO_45 -Y_OCT--2,LEO_LEO
LEO_1 +X_OCT,LEO_50 -X_OCT,2,16-Feb-2023 01:07:30,16-Feb-2023 01:12:30,300,0.0416666666666667,1773582.1443,1474454.7533,30,LEO_1 +X_OCT--LEO_50 -X_OCT--2,LEO_LEO
LEO_2 +X_OCT,LEO_18 -X_OCT,2,16-Feb-2023 00:09:30,16-Feb-2023 00:14:30,300,0.0416666666666667,7963669.5475,7906123.8164,30,LEO_2 +X_OCT--LEO_18 -X_OCT--2,LEO_LEO
LEO_2 +X_OCT,LEO_18 -X_OCT,5,16-Feb-2023 01:04:30,16-Feb-2023 01:09:30,300,0.0416666666666667,7981030.9432,7907558.7755,30,LEO_2 +X_OCT--LEO_18 -X_OCT--5,LEO_LEO
LEO_2 +X_OCT,LEO_18 +Y_OCT,2,16-Feb-2023 01:04:30,16-Feb-2023 01:09:30,300,0.0416666666666667,7981031.085,7907558.8452,30,LEO_2 +X_OCT--LEO_18 +Y_OCT--2,LEO_LEO
LEO_2 +X_OCT,LEO_18 -Y_OCT,2,16-Feb-2023 00:09:30,16-Feb-2023 00:14:30,300,0.0416666666666667,7963669.679,7906123.8757,30,LEO_2 +X_OCT--LEO_18 -Y_OCT--2,LEO_LEO
LEO_2 +X_OCT,LEO_25 -X_OCT,1,16-Feb-2023 00:15:30,16-Feb-2023 00:20:30,300,0.0416666666666667,7429021.4362,7321701.0701,30,LEO_2 +X_OCT--LEO_25 -X_OCT--1,LEO_LEO
LEO_2 +X_OCT,LEO_32 -X_OCT,1,16-Feb-2023 00:22:30,16-Feb-2023 00:27:30,300,0.0416666666666667,4010875.6858,3776521.7997,30,LEO_2 +X_OCT--LEO_32 -X_OCT--1,LEO_LEO
LEO_2 +X_OCT,LEO_37 +Y_OCT,1,16-Feb-2023 01:26:30,16-Feb-2023 01:31:30,300,0.0416666666666667,7703915.2,5579036.0614,30,LEO_2 +X_OCT--LEO_37 +Y_OCT--1,LEO_LEO
LEO_2 +X_OCT,LEO_37 -Y_OCT,1,16-Feb-2023 00:31:30,16-Feb-2023 00:36:30,300,0.0416666666666667,7846068.2994,5740340.0377,30,LEO_2 +X_OCT--LEO_37 -Y_OCT--1,LEO_LEO
LEO_2 +X_OCT,LEO_46 -X_OCT,1,16-Feb-2023 00:34:30,16-Feb-2023 00:39:30,300,0.0416666666666667,7933565.8342,7814632.4462,30,LEO_2 +X_OCT--LEO_46 -X_OCT--1,LEO_LEO
LEO_2 +X_OCT,LEO_46 +Y_OCT,2,16-Feb-2023 01:28:30,16-Feb-2023 01:33:30,300,0.0416666666666667,7958953.2967,7818573.544,30,LEO_2 +X_OCT--LEO_46 +Y_OCT--2,LEO_LEO
LEO_2 +X_OCT,LEO_51 -X_OCT,3,16-Feb-2023 01:48:30,16-Feb-2023 01:53:30,300,0.0416666666666667,1782254.9738,1475028.104,30,LEO_2 +X_OCT--LEO_51 -X_OCT--3,LEO_LEO
LEO_3 +X_OCT,LEO_19 -X_OCT,4,16-Feb-2023 00:50:30,16-Feb-2023 00:55:30,300,0.0416666666666667,7961947.4756,7906109.4397,30,LEO_3 +X_OCT--LEO_19 -X_OCT--4,LEO_LEO
LEO_3 +X_OCT,LEO_19 -X_OCT,7,16-Feb-2023 01:45:30,16-Feb-2023 01:50:30,300,0.0416666666666667,7978929.1765,7907275.1988,30,LEO_3 +X_OCT--LEO_19 -X_OCT--7,LEO_LEO
LEO_3 +X_OCT,LEO_19 +Y_OCT,2,16-Feb-2023 00:50:30,16-Feb-2023 00:55:30,300,0.0416666666666667,7961947.4642,7906109.4978,30,LEO_3 +X_OCT--LEO_19 +Y_OCT--2,LEO_LEO
LEO_3 +X_OCT,LEO_19 -Y_OCT,4,16-Feb-2023 01:45:30,16-Feb-2023 01:50:30,300,0.0416666666666667,7978929.3172,7907275.2673,30,LEO_3 +X_OCT--LEO_19 -Y_OCT--4,LEO_LEO
LEO_3 +X_OCT,LEO_25 -X_OCT,1,16-Feb-2023 00:08:30,16-Feb-2023 00:13:30,300,0.0416666666666667,3991403.3863,3774967.3624,30,LEO_3 +X_OCT--LEO_25 -X_OCT--1,LEO_LEO
LEO_3 +X_OCT,LEO_25 -X_OCT,2,16-Feb-2023 01:03:30,16-Feb-2023 01:08:30,300,0.0416666666666667,4004070.7952,3775880.795,30,LEO_3 +X_OCT--LEO_25 -X_OCT--2,LEO_LEO
LEO_3 +X_OCT,LEO_26 -X_OCT,2,16-Feb-2023 00:56:30,16-Feb-2023 01:01:30,300,0.0416666666666667,7425614.5332,7321647.0969,30,LEO_3 +X_OCT--LEO_26 -X_OCT--2,LEO_LEO
LEO_3 +X_OCT,LEO_38 +Y_OCT,1,16-Feb-2023 01:12:30,16-Feb-2023 01:17:30,300,0.0416666666666667,7862237.9877,5758770.4984,30,LEO_3 +X_OCT--LEO_38 +Y_OCT--1,LEO_LEO
LEO_3 +X_OCT,LEO_38 -Y_OCT,2,16-Feb-2023 00:18:30,16-Feb-2023 00:23:30,300,0.0416666666666667,7510037.1923,5361133.3644,30,LEO_3 +X_OCT--LEO_38 -Y_OCT--2,LEO_LEO
LEO_3 +X_OCT,LEO_46 -X_OCT,1,16-Feb-2023 00:27:30,16-Feb-2023 00:32:30,300,0.0416666666666667,4597821.8036,4416878.439,30,LEO_3 +X_OCT--LEO_46 -X_OCT--1,LEO_LEO
LEO_3 +X_OCT,LEO_47 -X_OCT,1,16-Feb-2023 00:20:30,16-Feb-2023 00:25:30,300,0.0416666666666667,7917181.6045,7813380.6117,30,LEO_3 +X_OCT--LEO_47 -X_OCT--1,LEO_LEO
LEO_3 +X_OCT,LEO_47 -X_OCT,2,16-Feb-2023 01:15:30,16-Feb-2023 01:20:30,300,0.0416666666666667,7930078.6377,7814271.2278,30,LEO_3 +X_OCT--LEO_47 -X_OCT--2,LEO_LEO
LEO_3 +X_OCT,LEO_47 -Y_OCT,2,16-Feb-2023 00:20:30,16-Feb-2023 00:25:30,300,0.0416666666666667,7917181.4002,7813380.4952,30,LEO_3 +X_OCT--LEO_47 -Y_OCT--2,LEO_LEO
LEO_3 +X_OCT,LEO_52 -X_OCT,1,16-Feb-2023 00:40:30,16-Feb-2023 00:45:30,300,0.0416666666666667,1815979.9707,1478704.0682,30,LEO_3 +X_OCT--LEO_52 -X_OCT--1,LEO_LEO
LEO_4 +X_OCT,LEO_20 -X_OCT,2,16-Feb-2023 00:36:30,16-Feb-2023 00:41:30,300,0.0416666666666667,7981175.3512,7907579.2401,30,LEO_4 +X_OCT--LEO_20 -X_OCT--2,LEO_LEO
LEO_4 +X_OCT,LEO_20 -X_OCT,5,16-Feb-2023 01:31:30,16-Feb-2023 01:36:30,300,0.0416666666666667,7963796.6034,7906125.9211,30,LEO_4 +X_OCT--LEO_20 -X_OCT--5,LEO_LEO
LEO_4 +X_OCT,LEO_20 +Y_OCT,2,16-Feb-2023 00:36:30,16-Feb-2023 00:41:30,300,0.0416666666666667,7981175.3292,7907579.2866,30,LEO_4 +X_OCT--LEO_20 +Y_OCT--2,LEO_LEO
LEO_4 +X_OCT,LEO_20 -Y_OCT,2,16-Feb-2023 01:31:30,16-Feb-2023 01:36:30,300,0.0416666666666667,7963796.5908,7906125.978,30,LEO_4 +X_OCT--LEO_20 -Y_OCT--2,LEO_LEO
LEO_4 +X_OCT,LEO_26 -X_OCT,1,16-Feb-2023 00:49:30,16-Feb-2023 00:54:30,300,0.0416666666666667,3998038.2147,3775399.2223,30,LEO_4 +X_OCT--LEO_26 -X_OCT--1,LEO_LEO
LEO_4 +X_OCT,LEO_26 -X_OCT,2,16-Feb-2023 01:44:30,16-Feb-2023 01:49:30,300,0.0416666666666667,3997355.2735,3775349.976,30,LEO_4 +X_OCT--LEO_26 -X_OCT--2,LEO_LEO
LEO_4 +X_OCT,LEO_27 -X_OCT,2,16-Feb-2023 01:37:30,16-Feb-2023 01:42:30,300,0.0416666666666667,7425960.6573,7321650.0068,30,LEO_4 +X_OCT--LEO_27 -X_OCT--2,LEO_LEO
LEO_4 +X_OCT,LEO_39 +Y_OCT,2,16-Feb-2023 00:59:30,16-Feb-2023 01:04:30,300,0.0416666666666667,7526694.445,5379759.661,30,LEO_4 +X_OCT--LEO_39 +Y_OCT--2,LEO_LEO
LEO_4 +X_OCT,LEO_39 -Y_OCT,2,16-Feb-2023 00:04:30,16-Feb-2023 00:09:30,300,0.0416666666666667,7671079.3923,5541961.295,30,LEO_4 +X_OCT--LEO_39 -Y_OCT--2,LEO_LEO
LEO_4 +X_OCT,LEO_39 -Y_OCT,3,16-Feb-2023 01:53:30,16-Feb-2023 01:58:30,300,0.0416666666666667,7878382.9411,5777189.5907,30,LEO_4 +X_OCT--LEO_39 -Y_OCT--3,LEO_LEO
LEO_4 +X_OCT,LEO_47 -X_OCT,2,16-Feb-2023 01:08:30,16-Feb-2023 01:13:30,300,0.0416666666666667,4592229.8092,4416697.8905,30,LEO_4 +X_OCT--LEO_47 -X_OCT--2,LEO_LEO
LEO_4 +X_OCT,LEO_48 -X_OCT,1,16-Feb-2023 00:06:30,16-Feb-2023 00:11:30,300,0.0416666666666667,7951353.5771,7817170.423,30,LEO_4 +X_OCT--LEO_48 -X_OCT--1,LEO_LEO
LEO_4 +X_OCT,LEO_48 -X_OCT,2,16-Feb-2023 01:01:30,16-Feb-2023 01:06:30,300,0.0416666666666667,7920479.2891,7813537.7903,30,LEO_4 +X_OCT--LEO_48 -X_OCT--2,LEO_LEO
LEO_4 +X_OCT,LEO_48 +Y_OCT,2,16-Feb-2023 01:01:30,16-Feb-2023 01:06:30,300,0.0416666666666667,7920479.0834,7813537.6723,30,LEO_4 +X_OCT--LEO_48 +Y_OCT--2,LEO_LEO
LEO_4 +X_OCT,LEO_48 -Y_OCT,2,16-Feb-2023 00:06:30,16-Feb-2023 00:11:30,300,0.0416666666666667,7951353.36,7817170.2915,30,LEO_4 +X_OCT--LEO_48 -Y_OCT--2,LEO_LEO
LEO_4 +X_OCT,LEO_53 -X_OCT,1,16-Feb-2023 00:26:30,16-Feb-2023 00:31:30,300,0.0416666666666667,1765000.9324,1474046.6874,30,LEO_4 +X_OCT--LEO_53 -X_OCT--1,LEO_LEO
LEO_4 +X_OCT,LEO_53 -X_OCT,2,16-Feb-2023 01:21:30,16-Feb-2023 01:26:30,300,0.0416666666666667,1806972.5542,1477505.7127,30,LEO_4 +X_OCT--LEO_53 -X_OCT--2,LEO_LEO
LEO_5 +X_OCT,LEO_21 -X_OCT,2,16-Feb-2023 00:23:30,16-Feb-2023 00:28:30,300,0.0416666666666667,7983161.6374,7907873.1724,30,LEO_5 +X_OCT--LEO_21 -X_OCT--2,LEO_LEO
LEO_5 +X_OCT,LEO_21 -X_OCT,5,16-Feb-2023 01:17:30,16-Feb-2023 01:22:30,300,0.0416666666666667,7983308.0166,7907895.7388,30,LEO_5 +X_OCT--LEO_21 -X_OCT--5,LEO_LEO
LEO_5 +X_OCT,LEO_21 +Y_OCT,2,16-Feb-2023 00:23:30,16-Feb-2023 00:28:30,300,0.0416666666666667,7983161.7804,7907873.2433,30,LEO_5 +X_OCT--LEO_21 +Y_OCT--2,LEO_LEO
LEO_5 +X_OCT,LEO_21 -Y_OCT,2,16-Feb-2023 01:17:30,16-Feb-2023 01:22:30,300,0.0416666666666667,7983307.9935,7907895.7842,30,LEO_5 +X_OCT--LEO_21 -Y_OCT--2,LEO_LEO
LEO_5 +X_OCT,LEO_27 -X_OCT,2,16-Feb-2023 01:30:30,16-Feb-2023 01:35:30,300,0.0416666666666667,4004762.9049,3775941.317,30,LEO_5 +X_OCT--LEO_27 -X_OCT--2,LEO_LEO
LEO_5 +X_OCT,LEO_40 +Y_OCT,2,16-Feb-2023 00:45:30,16-Feb-2023 00:50:30,300,0.0416666666666667,7687509.2175,5560503.4783,30,LEO_5 +X_OCT--LEO_40 +Y_OCT--2,LEO_LEO
LEO_5 +X_OCT,LEO_40 -Y_OCT,2,16-Feb-2023 01:40:30,16-Feb-2023 01:45:30,300,0.0416666666666667,7543328.698,5398378.1087,30,LEO_5 +X_OCT--LEO_40 -Y_OCT--2,LEO_LEO
LEO_5 +X_OCT,LEO_41 -X_OCT,1,16-Feb-2023 00:47:30,16-Feb-2023 00:52:30,300,0.0416666666666667,7955129.2957,7817845.4793,30,LEO_5 +X_OCT--LEO_41 -X_OCT--1,LEO_LEO
LEO_5 +X_OCT,LEO_41 -X_OCT,2,16-Feb-2023 01:42:30,16-Feb-2023 01:47:30,300,0.0416666666666667,7923826.62,7813748.2622,30,LEO_5 +X_OCT--LEO_41 -X_OCT--2,LEO_LEO
LEO_5 +X_OCT,LEO_41 +Y_OCT,2,16-Feb-2023 00:47:30,16-Feb-2023 00:52:30,300,0.0416666666666667,7955129.0773,7817845.3463,30,LEO_5 +X_OCT--LEO_41 +Y_OCT--2,LEO_LEO
LEO_5 +X_OCT,LEO_41 -Y_OCT,2,16-Feb-2023 01:42:30,16-Feb-2023 01:47:30,300,0.0416666666666667,7923826.413,7813748.1426,30,LEO_5 +X_OCT--LEO_41 -Y_OCT--2,LEO_LEO
LEO_5 +X_OCT,LEO_48 -X_OCT,3,16-Feb-2023 01:49:30,16-Feb-2023 01:54:30,300,0.0416666666666667,4586719.3019,4416611.6328,30,LEO_5 +X_OCT--LEO_48 -X_OCT--3,LEO_LEO
LEO_5 +X_OCT,LEO_54 -X_OCT,2,16-Feb-2023 01:07:30,16-Feb-2023 01:12:30,300,0.0416666666666667,1773582.1443,1474454.7533,30,LEO_5 +X_OCT--LEO_54 -X_OCT--2,LEO_LEO
LEO_6 +X_OCT,LEO_22 -X_OCT,2,16-Feb-2023 00:09:30,16-Feb-2023 00:14:30,300,0.0416666666666667,7963669.5475,7906123.8164,30,LEO_6 +X_OCT--LEO_22 -X_OCT--2,LEO_LEO
LEO_6 +X_OCT,LEO_22 -X_OCT,5,16-Feb-2023 01:04:30,16-Feb-2023 01:09:30,300,0.0416666666666667,7981030.9432,7907558.7755,30,LEO_6 +X_OCT--LEO_22 -X_OCT--5,LEO_LEO
LEO_6 +X_OCT,LEO_22 +Y_OCT,2,16-Feb-2023 00:09:30,16-Feb-2023 00:14:30,300,0.0416666666666667,7963669.679,7906123.8757,30,LEO_6 +X_OCT--LEO_22 +Y_OCT--2,LEO_LEO
LEO_6 +X_OCT,LEO_22 -Y_OCT,2,16-Feb-2023 01:04:30,16-Feb-2023 01:09:30,300,0.0416666666666667,7981031.085,7907558.8452,30,LEO_6 +X_OCT--LEO_22 -Y_OCT--2,LEO_LEO
LEO_6 +X_OCT,LEO_28 -X_OCT,1,16-Feb-2023 00:22:30,16-Feb-2023 00:27:30,300,0.0416666666666667,4010875.6858,3776521.7997,30,LEO_6 +X_OCT--LEO_28 -X_OCT--1,LEO_LEO
LEO_6 +X_OCT,LEO_29 -X_OCT,1,16-Feb-2023 00:15:30,16-Feb-2023 00:20:30,300,0.0416666666666667,7429021.4362,7321701.0701,30,LEO_6 +X_OCT--LEO_29 -X_OCT--1,LEO_LEO
LEO_6 +X_OCT,LEO_33 +Y_OCT,1,16-Feb-2023 00:31:30,16-Feb-2023 00:36:30,300,0.0416666666666667,7846068.2994,5740340.0377,30,LEO_6 +X_OCT--LEO_33 +Y_OCT--1,LEO_LEO
LEO_6 +X_OCT,LEO_33 -Y_OCT,1,16-Feb-2023 01:26:30,16-Feb-2023 01:31:30,300,0.0416666666666667,7703915.2,5579036.0614,30,LEO_6 +X_OCT--LEO_33 -Y_OCT--1,LEO_LEO
LEO_6 +X_OCT,LEO_42 -X_OCT,1,16-Feb-2023 00:34:30,16-Feb-2023 00:39:30,300,0.0416666666666667,7933565.8342,7814632.4462,30,LEO_6 +X_OCT--LEO_42 -X_OCT--1,LEO_LEO
LEO_6 +X_OCT,LEO_42 -Y_OCT,2,16-Feb-2023 01:28:30,16-Feb-2023 01:33:30,300,0.0416666666666667,7958953.2967,7818573.544,30,LEO_6 +X_OCT--LEO_42 -Y_OCT--2,LEO_LEO
LEO_6 +X_OCT,LEO_55 -X_OCT,3,16-Feb-2023 01:48:30,16-Feb-2023 01:53:30,300,0.0416666666666667,1782254.9738,1475028.104,30,LEO_6 +X_OCT--LEO_55 -X_OCT--3,LEO_LEO
LEO_7 +X_OCT,LEO_23 -X_OCT,4,16-Feb-2023 00:50:30,16-Feb-2023 00:55:30,300,0.0416666666666667,7961947.4756,7906109.4397,30,LEO_7 +X_OCT--LEO_23 -X_OCT--4,LEO_LEO
LEO_7 +X_OCT,LEO_23 -X_OCT,7,16-Feb-2023 01:45:30,16-Feb-2023 01:50:30,300,0.0416666666666667,7978929.1765,7907275.1988,30,LEO_7 +X_OCT--LEO_23 -X_OCT--7,LEO_LEO
LEO_7 +X_OCT,LEO_23 +Y_OCT,4,16-Feb-2023 01:45:30,16-Feb-2023 01:50:30,300,0.0416666666666667,7978929.3172,7907275.2673,30,LEO_7 +X_OCT--LEO_23 +Y_OCT--4,LEO_LEO
LEO_7 +X_OCT,LEO_23 -Y_OCT,2,16-Feb-2023 00:50:30,16-Feb-2023 00:55:30,300,0.0416666666666667,7961947.4642,7906109.4978,30,LEO_7 +X_OCT--LEO_23 -Y_OCT--2,LEO_LEO
LEO_7 +X_OCT,LEO_29 -X_OCT,1,16-Feb-2023 00:08:30,16-Feb-2023 00:13:30,300,0.0416666666666667,3991403.3863,3774967.3624,30,LEO_7 +X_OCT--LEO_29 -X_OCT--1,LEO_LEO
LEO_7 +X_OCT,LEO_29 -X_OCT,2,16-Feb-2023 01:03:30,16-Feb-2023 01:08:30,300,0.0416666666666667,4004070.7952,3775880.795,30,LEO_7 +X_OCT--LEO_29 -X_OCT--2,LEO_LEO
LEO_7 +X_OCT,LEO_30 -X_OCT,2,16-Feb-2023 00:56:30,16-Feb-2023 01:01:30,300,0.0416666666666667,7425614.5332,7321647.0969,30,LEO_7 +X_OCT--LEO_30 -X_OCT--2,LEO_LEO
LEO_7 +X_OCT,LEO_34 +Y_OCT,2,16-Feb-2023 00:18:30,16-Feb-2023 00:23:30,300,0.0416666666666667,7510037.1923,5361133.3644,30,LEO_7 +X_OCT--LEO_34 +Y_OCT--2,LEO_LEO
LEO_7 +X_OCT,LEO_34 -Y_OCT,1,16-Feb-2023 01:12:30,16-Feb-2023 01:17:30,300,0.0416666666666667,7862237.9877,5758770.4984,30,LEO_7 +X_OCT--LEO_34 -Y_OCT--1,LEO_LEO
LEO_7 +X_OCT,LEO_42 -X_OCT,1,16-Feb-2023 00:27:30,16-Feb-2023 00:32:30,300,0.0416666666666667,4597821.8036,4416878.439,30,LEO_7 +X_OCT--LEO_42 -X_OCT--1,LEO_LEO
LEO_7 +X_OCT,LEO_43 -X_OCT,1,16-Feb-2023 00:20:30,16-Feb-2023 00:25:30,300,0.0416666666666667,7917181.6045,7813380.6117,30,LEO_7 +X_OCT--LEO_43 -X_OCT--1,LEO_LEO
LEO_7 +X_OCT,LEO_43 -X_OCT,2,16-Feb-2023 01:15:30,16-Feb-2023 01:20:30,300,0.0416666666666667,7930078.6377,7814271.2278,30,LEO_7 +X_OCT--LEO_43 -X_OCT--2,LEO_LEO
LEO_7 +X_OCT,LEO_43 +Y_OCT,2,16-Feb-2023 00:20:30,16-Feb-2023 00:25:30,300,0.0416666666666667,7917181.4002,7813380.4952,30,LEO_7 +X_OCT--LEO_43 +Y_OCT--2,LEO_LEO
LEO_7 +X_OCT,LEO_56 -X_OCT,1,16-Feb-2023 00:40:30,16-Feb-2023 00:45:30,300,0.0416666666666667,1815979.9707,1478704.0682,30,LEO_7 +X_OCT--LEO_56 -X_OCT--1,LEO_LEO
LEO_8 +X_OCT,LEO_24 -X_OCT,2,16-Feb-2023 00:36:30,16-Feb-2023 00:41:30,300,0.0416666666666667,7981175.3512,7907579.2401,30,LEO_8 +X_OCT--LEO_24 -X_OCT--2,LEO_LEO
LEO_8 +X_OCT,LEO_24 -X_OCT,5,16-Feb-2023 01:31:30,16-Feb-2023 01:36:30,300,0.0416666666666667,7963796.6034,7906125.9211,30,LEO_8 +X_OCT--LEO_24 -X_OCT--5,LEO_LEO
LEO_8 +X_OCT,LEO_24 +Y_OCT,2,16-Feb-2023 01:31:30,16-Feb-2023 01:36:30,300,0.0416666666666667,7963796.5908,7906125.978,30,LEO_8 +X_OCT--LEO_24 +Y_OCT--2,LEO_LEO
LEO_8 +X_OCT,LEO_24 -Y_OCT,2,16-Feb-2023 00:36:30,16-Feb-2023 00:41:30,300,0.0416666666666667,7981175.3292,7907579.2866,30,LEO_8 +X_OCT--LEO_24 -Y_OCT--2,LEO_LEO
LEO_8 +X_OCT,LEO_30 -X_OCT,1,16-Feb-2023 00:49:30,16-Feb-2023 00:54:30,300,0.0416666666666667,3998038.2147,3775399.2223,30,LEO_8 +X_OCT--LEO_30 -X_OCT--1,LEO_LEO
LEO_8 +X_OCT,LEO_30 -X_OCT,2,16-Feb-2023 01:44:30,16-Feb-2023 01:49:30,300,0.0416666666666667,3997355.2735,3775349.976,30,LEO_8 +X_OCT--LEO_30 -X_OCT--2,LEO_LEO
LEO_8 +X_OCT,LEO_31 -X_OCT,2,16-Feb-2023 01:37:30,16-Feb-2023 01:42:30,300,0.0416666666666667,7425960.6573,7321650.0068,30,LEO_8 +X_OCT--LEO_31 -X_OCT--2,LEO_LEO
LEO_8 +X_OCT,LEO_35 +Y_OCT,2,16-Feb-2023 00:04:30,16-Feb-2023 00:09:30,300,0.0416666666666667,7671079.3923,5541961.295,30,LEO_8 +X_OCT--LEO_35 +Y_OCT--2,LEO_LEO
LEO_8 +X_OCT,LEO_35 +Y_OCT,3,16-Feb-2023 01:53:30,16-Feb-2023 01:58:30,300,0.0416666666666667,7878382.9411,5777189.5907,30,LEO_8 +X_OCT--LEO_35 +Y_OCT--3,LEO_LEO
LEO_8 +X_OCT,LEO_35 -Y_OCT,2,16-Feb-2023 00:59:30,16-Feb-2023 01:04:30,300,0.0416666666666667,7526694.445,5379759.661,30,LEO_8 +X_OCT--LEO_35 -Y_OCT--2,LEO_LEO
LEO_8 +X_OCT,LEO_43 -X_OCT,2,16-Feb-2023 01:08:30,16-Feb-2023 01:13:30,300,0.0416666666666667,4592229.8092,4416697.8905,30,LEO_8 +X_OCT--LEO_43 -X_OCT--2,LEO_LEO
LEO_8 +X_OCT,LEO_44 -X_OCT,1,16-Feb-2023 00:06:30,16-Feb-2023 00:11:30,300,0.0416666666666667,7951353.5771,7817170.423,30,LEO_8 +X_OCT--LEO_44 -X_OCT--1,LEO_LEO
LEO_8 +X_OCT,LEO_44 -X_OCT,2,16-Feb-2023 01:01:30,16-Feb-2023 01:06:30,300,0.0416666666666667,7920479.2891,7813537.7903,30,LEO_8 +X_OCT--LEO_44 -X_OCT--2,LEO_LEO
LEO_8 +X_OCT,LEO_44 +Y_OCT,2,16-Feb-2023 00:06:30,16-Feb-2023 00:11:30,300,0.0416666666666667,7951353.36,7817170.2915,30,LEO_8 +X_OCT--LEO_44 +Y_OCT--2,LEO_LEO
LEO_8 +X_OCT,LEO_44 -Y_OCT,2,16-Feb-2023 01:01:30,16-Feb-2023 01:06:30,300,0.0416666666666667,7920479.0834,7813537.6723,30,LEO_8 +X_OCT--LEO_44 -Y_OCT--2,LEO_LEO
LEO_8 +X_OCT,LEO_49 -X_OCT,1,16-Feb-2023 00:26:30,16-Feb-2023 00:31:30,300,0.0416666666666667,1765000.9324,1474046.6874,30,LEO_8 +X_OCT--LEO_49 -X_OCT--1,LEO_LEO
LEO_8 +X_OCT,LEO_49 -X_OCT,2,16-Feb-2023 01:21:30,16-Feb-2023 01:26:30,300,0.0416666666666667,1806972.5542,1477505.7127,30,LEO_8 +X_OCT--LEO_49 -X_OCT--2,LEO_LEO
LEO_9 +X_OCT,LEO_25 -X_OCT,2,16-Feb-2023 00:21:30,16-Feb-2023 00:26:30,300,0.0416666666666667,7965481.5626,7906167,30,LEO_9 +X_OCT--LEO_25 -X_OCT--2,LEO_LEO
LEO_9 +X_OCT,LEO_25 -X_OCT,5,16-Feb-2023 01:16:30,16-Feb-2023 01:21:30,300,0.0416666666666667,7983088.4982,7907861.943,30,LEO_9 +X_OCT--LEO_25 -X_OCT--5,LEO_LEO
LEO_9 +X_OCT,LEO_25 +Y_OCT,2,16-Feb-2023 01:16:30,16-Feb-2023 01:21:30,300,0.0416666666666667,7983088.6411,7907862.0138,30,LEO_9 +X_OCT--LEO_25 +Y_OCT--2,LEO_LEO
